uid_x,fidelity,real,pred,abs_error,bias,uid_base,uid_y,reduced_formula,gap_pbe_2d,gap_pbe_bulk_mean,delta_gap_pbe,gap_hse_2d,gap_hse_bulk_mean,delta_gap_hse
1HIOSr-1_hse,1,2.016108274459839,4.434242248535156,2.4181339740753174,2.4181339740753174,1HIOSr-1,1HIOSr-1,SrHIO,1.20348535877886,3.7424,-2.53891464122114,2.0161081614721024,,
6ClCu-1_hse,1,2.321772813796997,3.6947031021118164,1.3729302883148193,1.3729302883148193,6ClCu-1,6ClCu-1,CuCl,0.738536006582522,0.4442000000000002,0.2943360065825218,2.321772889876782,,
2HfS3-1_hse,1,2.1090176105499268,1.9163199663162231,0.1926976442337036,-0.1926976442337036,2HfS3-1,2HfS3-1,HfS3,1.1567800561995498,1.1326,0.0241800561995497,2.1090175891177743,,
1SnCl2-2_hse,1,3.5372068881988525,3.3732118606567383,0.16399502754211426,-0.16399502754211426,1SnCl2-2,1SnCl2-2,SnCl2,2.745101403268332,3.1011,-0.3559985967316685,3.537207003340947,,
2ClFSr-1_hse,1,7.351129531860352,7.379000663757324,0.027871131896972656,0.027871131896972656,2ClFSr-1,2ClFSr-1,SrClF,6.009449023016467,5.9367,0.0727490230164669,7.351129491723217,,
2ClK-2_hse,1,6.135935306549072,6.026269435882568,0.1096658706665039,-0.1096658706665039,2ClK-2,2ClK-2,KCl,4.881867863410565,4.91375,-0.0318821365894352,6.135935277588135,6.20538051,-0.0694452324118648
1PbI2-1_hse,1,2.2996718883514404,1.8843837976455688,0.4152880907058716,-0.4152880907058716,1PbI2-1,1PbI2-1,PbI2,1.4994499199913929,2.390927272727273,-0.8914773527358799,2.299671903419279,,
2AlCl3-1_hse,1,6.980368137359619,6.3099141120910645,0.6704540252685547,-0.6704540252685547,2AlCl3-1,2AlCl3-1,AlCl3,5.487420265279271,2.6315,2.855920265279271,6.980368311072746,,
3ClNa-1_hse,1,6.282805442810059,6.317196846008301,0.03439140319824219,0.03439140319824219,3ClNa-1,3ClNa-1,NaCl,5.021463065348007,4.48845,0.5330130653480065,6.282805575094341,,
2PdSeO3-2_hse,1,2.182095766067505,2.254314422607422,0.07221865653991699,0.07221865653991699,2PdSeO3-2,2PdSeO3-2,PdSeO3,0.6359898614904327,0.871,-0.2350101385095673,2.1820958258317917,,
2PdSeO3-1_hse,1,2.6630473136901855,2.3974690437316895,0.2655782699584961,-0.2655782699584961,2PdSeO3-1,2PdSeO3-1,PdSeO3,1.120449120532261,0.871,0.2494491205322613,2.663047281887001,,
2RhSe-3_hse,1,0.3374408185482025,1.1352264881134033,0.7977856695652008,0.7977856695652008,2RhSe-3,2RhSe-3,RhSe,0.1011477027637412,0.0,0.1011477027637412,0.3374408042430755,0.0,0.3374408042430755
2MgPSe3-1_hse,1,2.964062213897705,2.601217269897461,0.36284494400024414,-0.36284494400024414,2MgPSe3-1,2MgPSe3-1,MgPSe3,2.048689255752951,2.0382,0.010489255752951,2.9640621401433123,2.963191,0.0008711401433121
2AsBr3-1_hse,1,3.2996020317077637,3.55519962310791,0.2555975914001465,0.2555975914001465,2AsBr3-1,2AsBr3-1,AsBr3,2.4767749625963944,3.1271000000000004,-0.650325037403606,3.2996020535129054,4.151391,-0.8517889464870949
2InTe-1_hse,1,1.811660885810852,1.6335915327072144,0.1780693531036377,-0.1780693531036377,2InTe-1,2InTe-1,InTe,1.2326469781332072,0.0,1.2326469781332072,1.8116609058408255,0.0,1.8116609058408255
1P2Pd3S8-1_hse,1,2.8755855560302734,2.5720481872558594,0.30353736877441406,-0.30353736877441406,1P2Pd3S8-1,1P2Pd3S8-1,P2Pd3S8,1.7502109295603692,1.5779,0.172310929560369,2.8755854989989182,,
2CuI-1_hse,1,3.3590495586395264,3.361436367034912,0.002386808395385742,0.002386808395385742,2CuI-1,2CuI-1,CuI,1.786890780618711,1.1621375,0.624753280618711,3.359049485087538,1.5789305,1.780118985087538
1BaSb2F12-1_hse,1,7.344033241271973,7.15864372253418,0.18538951873779297,-0.18538951873779297,1BaSb2F12-1,1BaSb2F12-1,BaSb2F12,4.965795654255119,4.0459,0.9198956542551198,7.344033209756923,5.883263,1.460770209756923
6AgCl-4_hse,1,3.7051005363464355,3.9960083961486816,0.2909078598022461,0.2909078598022461,6AgCl-4,6AgCl-4,AgCl,2.3976363187139875,0.7568,1.6408363187139874,3.705100531907533,,
1WCu2S4-1_hse,1,2.9941112995147705,3.0827693939208984,0.08865809440612793,0.08865809440612793,1WCu2S4-1,1WCu2S4-1,Cu2WS4,1.5342814677474648,1.49985,0.0344314677474648,2.994111191347562,,
1PtNa2H6O6-1_hse,1,4.67382287979126,4.482729434967041,0.19109344482421875,-0.19109344482421875,1PtNa2H6O6-1,1PtNa2H6O6-1,Na2H6PtO6,2.835002527197509,2.6037,0.2313025271975091,4.67382281949948,,
2AuKSe-1_hse,1,2.5411365032196045,2.7315149307250977,0.19037842750549316,0.19037842750549316,2AuKSe-1,2AuKSe-1,KAuSe,1.867043986248969,1.816,0.0510439862489691,2.541136533134046,,
1GeS2-1_hse,1,2.433992385864258,2.5808606147766113,0.14686822891235352,0.14686822891235352,1GeS2-1,1GeS2-1,GeS2,1.3444942134779445,2.305425,-0.9609307865220555,2.4339923336279483,3.1536860000000004,-0.7196936663720521
2AuCl-1_hse,1,3.1612303256988525,2.582915782928467,0.5783145427703857,-0.5783145427703857,2AuCl-1,2AuCl-1,AuCl,2.1183000783422936,1.8679,0.2504000783422935,3.1612302627032687,,
2BrNZr-1_hse,1,2.7587313652038574,2.5616044998168945,0.1971268653869629,-0.1971268653869629,2BrNZr-1,2BrNZr-1,ZrBrN,1.6180290775462298,1.5690499999999998,0.0489790775462299,2.7587314781907537,2.366482,0.3922494781907537
1CaBr2-1_hse,1,6.286147117614746,6.015888214111328,0.27025890350341797,-0.27025890350341797,1CaBr2-1,1CaBr2-1,CaBr2,4.862661452815692,4.5304,0.3322614528156915,6.286147049980412,,
6ClRb-1_hse,1,5.9359660148620605,5.9120941162109375,0.023871898651123047,-0.023871898651123047,6ClRb-1,6ClRb-1,RbCl,4.690534622382894,4.80935,-0.1188153776171061,5.935966092269205,6.05934832,-0.1233822277307945
4HgTe-1_hse,1,0.8990030288696289,0.2934972643852234,0.6055057644844055,-0.6055057644844055,4HgTe-1,4HgTe-1,HgTe,0.3725940839026161,0.0952399999999999,0.2773540839026162,0.8990030425799269,0.2113284,0.6876746425799269
4AsPdS-1_hse,1,1.5013790130615234,1.8138659000396729,0.3124868869781494,0.3124868869781494,4AsPdS-1,4AsPdS-1,AsPdS,0.8877018987290852,0.0,0.8877018987290852,1.501379022462774,0.0,1.501379022462774
2PdBr2-1_hse,1,2.0124354362487793,1.772367238998413,0.2400681972503662,-0.2400681972503662,2PdBr2-1,2PdBr2-1,PdBr2,0.7085716988464807,0.8979,-0.1893283011535192,2.0124355433367564,,
2NiTe2-1_hse,1,1.7029218673706055,3.118849277496338,1.4159274101257324,1.4159274101257324,2NiTe2-1,2NiTe2-1,NiTe2,0.9207980008049976,0.0,0.9207980008049976,1.7029218107151665,,
2BiCuS2-1_hse,1,0.8958962559700012,1.056195616722107,0.1602993607521057,0.1602993607521057,2BiCuS2-1,2BiCuS2-1,CuBiS2,0.1355798025294423,0.4640000000000004,-0.328420197470558,0.8958962320138673,,
1CdBr2-3_hse,1,3.373303174972534,3.8503475189208984,0.47704434394836426,0.47704434394836426,1CdBr2-3,1CdBr2-3,CdBr2,2.368673573505012,2.8921,-0.5234264264949879,3.373303256993041,,
1ISbSe-1_hse,1,1.5291528701782227,1.526162028312683,0.0029908418655395508,-0.0029908418655395508,1ISbSe-1,1ISbSe-1,SbSeI,1.0117900268465283,1.3775999999999995,-0.3658099731534714,1.52915290375479,,
4LiSbO2-2_hse,1,4.469648838043213,4.312889099121094,0.15675973892211914,-0.15675973892211914,4LiSbO2-2,4LiSbO2-2,LiSbO2,3.296680897004721,2.0381,1.2585808970047214,4.4696488437103215,2.9014100000000003,1.5682388437103212
3MnI2-2_hse,1,3.8386383056640625,3.3937230110168457,0.4449152946472168,-0.4449152946472168,3MnI2-2,3MnI2-2,MnI2,1.2940504463965947,1.1707,0.1233504463965946,3.838638266710042,,
2AgI-1_hse,1,2.7818496227264404,2.406759738922119,0.3750898838043213,-0.3750898838043213,2AgI-1,2AgI-1,AgI,1.7684724011775892,1.0650857142857144,0.7033866868918748,2.7818495819334284,,
2BiBrS-1_hse,1,1.6210854053497314,1.341286540031433,0.27979886531829834,-0.27979886531829834,2BiBrS-1,2BiBrS-1,BiSBr,0.9689056275620512,2.0287,-1.059794372437949,1.6210853973793533,2.583909,-0.9628236026206468
2YCl3-1_hse,1,6.725866317749023,6.071208953857422,0.6546573638916016,-0.6546573638916016,2YCl3-1,2YCl3-1,YCl3,5.1126171768740125,4.9301,0.182517176874013,6.725866120971198,,
4BrInTe-1_hse,1,2.763878583908081,2.5998454093933105,0.1640331745147705,-0.1640331745147705,4BrInTe-1,4BrInTe-1,InTeBr,2.0243073268428367,1.5714,0.4529073268428365,2.7638785081338555,,
2TlPt2S3-1_hse,1,2.073613405227661,2.3914542198181152,0.3178408145904541,0.3178408145904541,2TlPt2S3-1,2TlPt2S3-1,TlPt2S3,1.2532971875202457,1.0242000000000004,0.2290971875202452,2.0736135055545284,1.6909550000000002,0.3826585055545282
2BrCrS-1_hse,1,2.022873640060425,1.7351142168045044,0.2877594232559204,-0.2877594232559204,2BrCrS-1,2BrCrS-1,CrSBr,0.4554255772794899,0.1815999999999999,0.27382557727949,2.0228735407402265,,
1SiSe2-2_hse,1,1.072199821472168,1.3237172365188599,0.2515174150466919,0.2515174150466919,1SiSe2-2,1SiSe2-2,SiSe2,0.4668660373394264,2.0558,-1.5889339626605736,1.0721998639306771,,
4ClGaTe-1_hse,1,2.889765739440918,3.197197914123535,0.3074321746826172,0.3074321746826172,4ClGaTe-1,4ClGaTe-1,GaTeCl,2.1718292563346586,2.1702,0.0016292563346587,2.889765738822965,,
4SeSrO3-1_hse,1,6.00082540512085,5.949482440948486,0.05134296417236328,-0.05134296417236328,4SeSrO3-1,4SeSrO3-1,SrSeO3,4.547200683982531,3.78695,0.7602506839825312,6.000825201016186,4.9951430000000006,1.0056822010161852
3AgCl-1_hse,1,3.209367275238037,3.2733349800109863,0.06396770477294922,0.06396770477294922,3AgCl-1,3AgCl-1,AgCl,1.937120428295921,0.7568,1.1803204282959203,3.209367309002789,,
2IKCl4-1_hse,1,3.5713791847229004,3.7662243843078613,0.19484519958496094,0.19484519958496094,2IKCl4-1,2IKCl4-1,KICl4,2.454893916365384,2.2151,0.2397939163653837,3.5713791528926637,,
1CCl2Sc2-1_hse,1,1.906841516494751,2.565560817718506,0.6587193012237549,0.6587193012237549,1CCl2Sc2-1,1CCl2Sc2-1,Sc2CCl2,0.8829734436116761,0.8824000000000001,0.0005734436116759,1.906841458895328,,
2OsCl4-1_hse,1,1.0099430084228516,0.693187952041626,0.3167550563812256,-0.3167550563812256,2OsCl4-1,2OsCl4-1,OsCl4,0.2147218962362433,0.5104999999999998,-0.2957781037637564,1.0099430288568776,,
2CrPS4-1_hse,1,2.403926134109497,1.7059556245803833,0.6979705095291138,-0.6979705095291138,2CrPS4-1,2CrPS4-1,CrPS4,0.8192017285673383,0.6760000000000002,0.1432017285673381,2.403926064435742,2.0794300000000003,0.3244960644357415
2HfIN-1_hse,1,2.66399884223938,2.995788097381592,0.3317892551422119,0.3317892551422119,2HfIN-1,2HfIN-1,HfIN,1.584659285494303,1.0064999999999995,0.5781592854943032,2.663998865763487,,
1PbCl2-3_hse,1,2.793997287750244,3.3283472061157227,0.5343499183654785,0.5343499183654785,1PbCl2-3,1PbCl2-3,PbCl2,1.9411278087281207,3.3060666666666663,-1.364938857938545,2.7939973448847515,,
2BrCaH-1_hse,1,5.531185626983643,5.431784629821777,0.09940099716186523,-0.09940099716186523,2BrCaH-1,2BrCaH-1,CaHBr,4.194451569662164,4.1139,0.0805515696621634,5.5311854491140044,,
2RuSe2-1_hse,1,1.595236897468567,1.3891581296920776,0.20607876777648926,-0.20607876777648926,2RuSe2-1,2RuSe2-1,RuSe2,0.778794279676339,0.3113999999999999,0.467394279676339,1.5952369559102693,1.142039,0.4531979559102692
2GaInS3-1_hse,1,2.8306660652160645,2.3548169136047363,0.4758491516113281,-0.4758491516113281,2GaInS3-1,2GaInS3-1,InGaS3,1.9812857092813,1.6761,0.3051857092812997,2.830666149988549,,
1CaCl2-1_hse,1,7.440699100494385,6.811241149902344,0.629457950592041,-0.629457950592041,1CaCl2-1,1CaCl2-1,CaCl2,5.783509188690621,5.428133333333332,0.3553758553572885,7.440699079502503,,
1YBr2-1_hse,1,0.9011866450309753,0.5852535367012024,0.31593310832977295,-0.31593310832977295,1YBr2-1,1YBr2-1,YBr2,0.3439815269581474,0.0,0.3439815269581474,0.9011866363623368,,
4GeAs2-1_hse,1,1.7288824319839478,2.0479025840759277,0.31902015209198,0.31902015209198,4GeAs2-1,4GeAs2-1,GeAs2,1.1857329186939616,0.7096999999999998,0.4760329186939618,1.7288823948976149,,
2RuS2-1_hse,1,1.5833182334899902,1.3885382413864136,0.19477999210357666,-0.19477999210357666,2RuS2-1,2RuS2-1,RuS2,0.7254675520557208,0.6675999999999993,0.0578675520557214,1.5833182530472871,1.643238,-0.0599197469527126
2AuRbS-1_hse,1,1.7779406309127808,2.3491573333740234,0.5712167024612427,0.5712167024612427,2AuRbS-1,2AuRbS-1,RbAuS,1.210810376394556,1.9868,-0.775989623605444,1.777940610342215,2.904912,-1.1269713896577849
1SnBi2Te4-1_hse,1,0.3598504364490509,0.25341182947158813,0.10643860697746277,-0.10643860697746277,1SnBi2Te4-1,1SnBi2Te4-1,Sn(BiTe2)2,0.0139039550444879,0.2853499999999997,-0.2714460449555118,0.3598504423531097,,
1SnCl2-1_hse,1,3.1840789318084717,3.0666732788085938,0.11740565299987793,-0.11740565299987793,1SnCl2-1,1SnCl2-1,SnCl2,2.323855177277699,3.1011,-0.777244822722301,3.1840789530976403,,
2GaI3-1_hse,1,1.8843814134597778,2.394320011138916,0.5099385976791382,0.5099385976791382,2GaI3-1,2GaI3-1,GaI3,1.1525031155826635,2.3617,-1.2091968844173362,1.8843814183655476,,
2AlSiTe3-1_hse,1,1.6725993156433105,1.6416095495224,0.030989766120910645,-0.030989766120910645,2AlSiTe3-1,2AlSiTe3-1,AlSiTe3,1.1145255929465998,1.2504,-0.1358744070534001,1.6725993338562848,1.998409,-0.3258096661437153
4SiP2-1_hse,1,2.2984800338745117,2.162911891937256,0.13556814193725586,-0.13556814193725586,4SiP2-1,4SiP2-1,SiP2,1.5391928642475277,0.7086999999999999,0.8304928642475278,2.298479966428764,,
1HfSe2-2_hse,1,1.6264218091964722,1.3587068319320679,0.2677149772644043,-0.2677149772644043,1HfSe2-2,1HfSe2-2,HfSe2,0.8124846207995429,0.5535999999999999,0.258884620799543,1.6264218685104428,,
1HgCl2O2Pb2-1_hse,1,3.761226177215576,3.8930130004882812,0.13178682327270508,0.13178682327270508,1HgCl2O2Pb2-1,1HgCl2O2Pb2-1,HgPb2(ClO)2,2.622896263186152,2.2432000000000003,0.3796962631861516,3.7612261898372834,,
2In2S3-1_hse,1,2.5810346603393555,2.192206382751465,0.3888282775878906,-0.3888282775878906,2In2S3-1,2In2S3-1,In2S3,1.7397353703707297,0.6736749999999999,1.06606037037073,2.581034625806613,,
2PbSe-1_hse,1,1.3115477561950684,1.049164056777954,0.26238369941711426,-0.26238369941711426,2PbSe-1,2PbSe-1,PbSe,0.7889027582023045,0.6778333333333334,0.111069424868971,1.311547809038306,,
2WCl3-3_hse,1,1.1649142503738403,0.7523925304412842,0.41252171993255615,-0.41252171993255615,2WCl3-3,2WCl3-3,WCl3,0.7060960203070253,0.0,0.7060960203070253,1.1649142614732115,,
2OsO2-1_hse,1,1.004622459411621,2.0140011310577393,1.0093786716461182,1.0093786716461182,2OsO2-1,2OsO2-1,OsO2,0.1691388366556743,0.0,0.1691388366556743,1.0046225066191854,,
2CrCl3-1_hse,1,4.047036170959473,3.62764835357666,0.4193878173828125,-0.4193878173828125,2CrCl3-1,2CrCl3-1,CrCl3,1.735204358611071,1.4592333333333334,0.2759710252777376,4.0470361313119145,,
3BrK-1_hse,1,5.31059455871582,5.142585754394531,0.16800880432128906,-0.16800880432128906,3BrK-1,3BrK-1,KBr,4.224061183717379,4.0939,0.1301611837173792,5.310594358298797,5.50756926,-0.1969749017012025
4TiSe2-1_hse,1,0.03617563843727112,0.36488786339759827,0.32871222496032715,0.32871222496032715,4TiSe2-1,4TiSe2-1,TiSe2,0.0440654067536823,0.0,0.0440654067536823,0.0361756376238124,,
1MgB2H8-1_hse,1,7.486423969268799,7.656584739685059,0.17016077041625977,0.17016077041625977,1MgB2H8-1,1MgB2H8-1,Mg(BH4)2,6.082173090564821,6.0799,0.0022730905648202,7.486423969633201,,
2ClMnSbS2-1_hse,1,1.6188642978668213,1.421066403388977,0.19779789447784424,-0.19779789447784424,2ClMnSbS2-1,2ClMnSbS2-1,MnSbS2Cl,0.3548686789929185,0.8681999999999999,-0.5133313210070813,1.618864346311442,,
1GeO2-2_hse,1,4.8629374504089355,3.995008945465088,0.8679285049438477,-0.8679285049438477,1GeO2-2,1GeO2-2,GeO2,3.0064733589773707,1.8415833333333331,1.164890025644037,4.862937273723688,2.524122,2.338815273723688
2CKSF3O3-1_hse,1,7.673819065093994,7.800507545471191,0.12668848037719727,0.12668848037719727,2CKSF3O3-1,2CKSF3O3-1,KCS(OF)3,5.904051683439757,5.2646,0.6394516834397574,7.673819026588019,,
1BiClS-2_hse,1,2.2714109420776367,1.72270667552948,0.5487042665481567,-0.5487042665481567,1BiClS-2,1BiClS-2,BiSCl,1.4303030518458295,1.9601,-0.5297969481541704,2.2714109419767974,,
1AgBiP2Se6-1_hse,1,1.9791375398635864,1.6884649991989136,0.29067254066467285,-0.29067254066467285,1AgBiP2Se6-1,1AgBiP2Se6-1,AgBi(PSe3)2,1.1007591302681417,1.2778,-0.1770408697318584,1.979137521853288,,
1MoSeTe-1_hse,1,1.594014048576355,1.7630105018615723,0.16899645328521729,0.16899645328521729,1MoSeTe-1,1MoSeTe-1,TeMoSe,1.135952912235493,0.1720800000000001,0.9638729122354928,1.5940140850839075,,
2SeAg2-1_hse,1,2.0703141689300537,2.263728618621826,0.19341444969177246,0.19341444969177246,2SeAg2-1,2SeAg2-1,Ag2Se,1.250561441453233,0.3687333333333333,0.8818281081198995,2.070314074134185,0.5738669999999999,1.4964470741341849
1MnCl2-2_hse,1,5.018603801727295,3.8846325874328613,1.1339712142944336,-1.1339712142944336,1MnCl2-2,1MnCl2-2,MnCl2,2.0248635991086785,1.7923,0.2325635991086785,5.018603898240684,,
1SNb3I7-1_hse,1,1.234822154045105,1.1771680116653442,0.05765414237976074,-0.05765414237976074,1SNb3I7-1,1SNb3I7-1,Nb3SI7,0.5127029205762099,0.5787,-0.06599707942379,1.23482220921686,,
4As-1_hse,1,1.3237041234970093,1.6538974046707153,0.33019328117370605,0.33019328117370605,4As-1,4As-1,As,0.8347269690251125,0.0,0.8347269690251125,1.323704129201133,0.0,1.323704129201133
1CdCl2-3_hse,1,4.344091892242432,4.510171413421631,0.16607952117919922,0.16607952117919922,1CdCl2-3,1CdCl2-3,CdCl2,3.0976983811405514,3.5179,-0.4202016188594486,4.344091830424737,4.6494824,-0.3053905695752634
2ClCuHgS-1_hse,1,2.3456947803497314,1.725682020187378,0.6200127601623535,-0.6200127601623535,2ClCuHgS-1,2ClCuHgS-1,CuHgSCl,0.7917625204408663,0.5657999999999999,0.2259625204408664,2.3456947631603438,,
2AlInS3-1_hse,1,3.282748222351074,3.069795608520508,0.2129526138305664,-0.2129526138305664,2AlInS3-1,2AlInS3-1,AlInS3,2.372044436201712,2.3614,0.0106444362017121,3.282748153919409,,
6AuI-1_hse,1,1.703405499458313,2.3505520820617676,0.6471465826034546,0.6471465826034546,6AuI-1,6AuI-1,AuI,1.0792959237041442,2.0853,-1.006004076295856,1.7034054648996435,3.101495,-1.3980895351003562
1STl2-1_hse,1,1.9651306867599487,2.2379727363586426,0.27284204959869385,0.27284204959869385,1STl2-1,1STl2-1,Tl2S,1.4433134603752338,0.6777,0.7656134603752338,1.9651306434650568,,
1CdBr2-1_hse,1,4.158939361572266,4.191248893737793,0.032309532165527344,0.032309532165527344,1CdBr2-1,1CdBr2-1,CdBr2,3.069156177744195,2.8921,0.1770561777441952,4.158939328205569,,
4In2Se3-1_hse,1,2.08076548576355,2.215024948120117,0.13425946235656738,0.13425946235656738,4In2Se3-1,4In2Se3-1,In2Se3,1.2786096760872128,0.6328,0.6458096760872127,2.080765452118412,0.0,2.080765452118412
6FRb-1_hse,1,6.807472229003906,7.237218379974365,0.429746150970459,0.429746150970459,6FRb-1,6FRb-1,RbF,4.832612612534684,5.714449999999999,-0.8818373874653158,6.807471996379856,7.28002463,-0.4725526336201433
2NiTa2Se5-1_hse,1,0.17373041808605194,0.7356629371643066,0.5619325190782547,0.5619325190782547,2NiTa2Se5-1,2NiTa2Se5-1,Ta2NiSe5,0.0322883178860307,0.0,0.0322883178860307,0.1737304107700756,,
1BaI2-2_hse,1,4.273588180541992,4.707114219665527,0.43352603912353516,0.43352603912353516,1BaI2-2,1BaI2-2,BaI2,3.332387922482764,3.2512000000000003,0.0811879224827634,4.273588336806361,4.619377999999999,-0.3457896631936386
2NbOBr2-1_hse,1,1.9228322505950928,2.5884361267089844,0.6656038761138916,0.6656038761138916,2NbOBr2-1,2NbOBr2-1,NbBr2O,1.0381789909084982,0.9038000000000002,0.134378990908498,1.922832307406365,,
2PbTe-1_hse,1,0.8778946399688721,0.6923798322677612,0.18551480770111084,-0.18551480770111084,2PbTe-1,2PbTe-1,TePb,0.4453871101083335,0.5092666666666666,-0.0638795565583331,0.8778946428416765,1.1264639900000002,-0.2485693471583236
