uid,formula,gap_pbe,gap_hse_true,gap_hse_pred,class,ehull,hform,thickness,is_magnetic,dyn_stab,natoms,n_species,has_F,has_Cl,has_Br,has_I,has_O,has_N,has_S,has_halide,has_alkali,has_alkaline_earth,has_transition_metal,mean_en,max_en,min_en,range_en,mean_period,max_period,mean_group,mean_cov_radius,mean_atomic_mass,dyn_stab_yes,s_chem_rf,s_chem_lr
1YI3-1,YI3,2.073766363871401,,3.6923987865448,Novel,0.05962217172069728,-1.4120359525698403,4.254763634811185,0,No,4,2,0,0,0,1,0,0,0,1,0,0,1,1.94,2.66,1.22,1.4400000000000002,5.0,5.0,10.0,1.635,107.90516,0,0.59,0.06749950776091052
1SbScCl2O2-1,ScSb(ClO)2,2.437868134561122,,3.984766006469727,Novel,0.04102544712720461,-2.058523783479925,5.523678154215953,0,No,6,4,0,1,0,0,1,0,0,1,0,0,1,2.5025,3.44,1.36,2.08,3.5,5.0,12.75,1.1099999999999999,54.542078000000004,0,0.59,0.37341614238023874
1GeZrF6-1,ZrGeF6,4.944353218112315,,6.919751167297363,Novel,0.012670484529361481,-3.218069233051857,2.9502057263096333,0,No,8,3,1,0,0,0,0,0,0,1,0,0,1,2.44,3.98,1.33,2.65,3.6666666666666665,5.0,11.666666666666666,1.2433333333333334,60.95413440000001,0,0.59,0.5165404449417239
1Sb2Ge3O9-1,Ge3Sb2O9,3.7656153297864856,,5.527776718139648,Novel,0.047764377365908724,-1.507020527221696,4.794920462278835,0,No,14,3,0,0,0,0,1,0,0,0,0,0,0,2.5,3.44,2.01,1.4300000000000002,3.6666666666666665,5.0,15.0,1.02,70.13313333333333,0,0.59,0.3397826611336426
1MoCu2O4-1,Cu2MoO4,2.4528315719810263,,5.125616073608398,Novel,0.0477753086298236,-1.271347609951454,2.322113003749118,0,No,7,3,0,0,0,0,1,0,0,0,0,0,1,2.5,3.44,1.9,1.54,3.6666666666666665,5.0,11.0,1.2766666666666666,58.495133333333335,0,0.59,0.21089903631527118
1ZrLi2H6S6-1,Li2Zr(HS)6,2.7128316897812583,,4.268995761871338,Novel,0.06374019922200762,-0.6457461686048428,4.525080822304924,0,No,15,4,0,0,0,0,0,0,1,0,1,0,1,1.7725,2.58,0.98,1.6,2.75,5.0,5.5,1.285,32.809485,0,0.585,0.15675367289159445
2ScBr3-2,ScBr3,2.1704228144180133,,4.531018733978272,Novel,0.06764637086326442,-1.7115771643925388,3.6903780479922315,0,No,8,2,0,0,1,0,0,0,0,1,0,0,1,2.16,2.96,1.36,1.5999999999999999,4.0,4.0,10.0,1.3900000000000001,62.429956,0,0.585,0.36783727260097704
2NaSHg2Br3O3-1,NaHg2S(BrO)3,2.925006622121332,,4.547662258148193,Novel,0.06377393523419209,-1.0070936523147431,11.907183629891488,0,No,20,5,0,0,1,0,1,0,1,1,1,0,1,2.3819999999999997,3.44,0.93,2.51,3.6,6.0,12.4,1.182,70.30963385599999,0,0.58,0.10067610653543449
1HfH2P2O6-1,HfP2(HO3)2,4.72428235232288,,6.529079437255859,Novel,0.0,-2.176284974428903,6.099841160479285,0,No,11,4,0,0,0,0,1,0,0,0,0,0,1,2.2825,3.44,1.3,2.1399999999999997,3.0,6.0,9.0,1.0175,56.6177755,0,0.58,0.4862266595766666
2KSCd2Br3O3-1,KCd2S(BrO)3,2.55674212113096,,4.158756256103516,Novel,0.08908485905962298,-1.2232421749192028,10.794087236993551,0,No,20,5,0,0,1,0,1,0,1,1,1,0,1,2.298,3.44,0.82,2.62,3.6,5.0,12.4,1.268,55.89554,0,0.58,0.14852062051426293
2RbSeHg2Br3O3-1,RbHg2Se(BrO)3,2.4241527555031883,,3.656599760055542,Novel,0.042110913166570715,-0.8220571203349948,12.162293241904786,0,No,20,5,0,0,1,0,1,0,0,1,1,0,1,2.3539999999999996,3.44,0.82,2.62,4.2,6.0,12.4,1.362,92.18423999999999,0,0.58,0.06037203893684159
2AsPO4-2,AsPO4,4.36651165278805,,6.612944602966309,Novel,0.06354288743983005,-1.6546665998230559,4.856249221690067,0,No,12,3,0,0,0,0,1,0,0,0,0,0,0,2.6033333333333335,3.44,2.18,1.2599999999999998,3.0,4.0,15.333333333333334,0.8666666666666667,40.631587333333336,0,0.58,0.3379445795752676
1Sb2Si3O9-1,Si3Sb2O9,4.725244868504696,,6.114748477935791,Novel,0.03934500914783686,-2.217550121291358,4.61994257704538,0,No,14,3,0,0,0,0,1,0,0,0,0,0,0,2.4633333333333334,3.44,1.9,1.54,3.3333333333333335,5.0,15.0,0.9733333333333335,55.28163333333334,0,0.58,0.4867135140153282
2GaF2N2H5-1,GaH5(NF)2,2.656143579400003,,4.212080001831055,Novel,0.06770519215742717,-1.0139277600110028,5.105964364233941,0,No,20,4,1,0,0,0,0,1,0,1,0,0,0,2.7575,3.98,1.81,2.17,2.25,4.0,11.5,0.7175,25.9340108,0,0.575,0.7205025039396716
1HfF2P2O6-1,HfP2(O3F)2,4.7117427195510775,,6.921542167663574,Novel,3.2297397080004555e-16,-2.7906424926856697,6.379760745345804,0,No,11,4,1,0,0,0,1,0,0,1,0,0,1,2.7275,3.98,1.3,2.6799999999999997,3.25,6.0,13.0,0.99,61.1153913,0,0.57,0.3488391473318978
2Al2O3-1,Al2O3,5.087209258873355,,6.8253583908081055,Novel,0.1100410197994421,-2.88446116578215,5.203730445893559,0,Yes,10,2,0,0,0,0,1,0,0,0,0,0,0,2.525,3.44,1.61,1.8299999999999998,2.5,3.0,14.5,0.83,21.4904693,1,0.57,0.8890986402879082
2AlTlF4-1,AlTlF4,2.254918166256226,,3.925387144088745,Novel,0.13636135425648158,-2.9264422538273913,2.0962530927718905,0,No,12,3,1,0,0,0,0,0,0,1,0,0,0,2.4033333333333338,3.98,1.61,2.37,3.6666666666666665,6.0,14.333333333333334,1.0533333333333335,83.45441393333333,0,0.57,0.8508299061856417
2InTlCl4-1,TlInCl4,2.9674894122178426,,3.985426425933838,Novel,0.018234602499961856,-1.0824387706638046,2.9406759783206766,0,No,12,3,0,1,0,0,0,0,0,1,0,0,0,2.186666666666667,3.16,1.62,1.54,4.666666666666667,6.0,14.333333333333334,1.3033333333333335,118.2181,0,0.565,0.5086233555680755
2KC3H3O3-1,KH3(CO)3,2.6471629423516605,,4.294483661651611,Novel,0.1386975539934408,-0.9010870878730465,11.164512156905632,0,No,20,4,0,0,0,0,1,0,0,0,1,0,0,2.2525,3.44,0.82,2.62,2.25,4.0,8.0,1.0274999999999999,17.029085,0,0.565,0.6761869426780979
2CdNa2Br4-1,Na2CdBr4,3.474664488875636,,4.653622150421143,Novel,0.08279472266386863,-1.2217265288548496,4.819769693648114,0,No,14,3,0,0,1,0,0,0,0,1,1,0,1,1.86,2.96,0.93,2.03,4.0,5.0,10.0,1.4833333333333332,71.76825642666667,0,0.565,0.4645070278222381
2MnTeWO6-1,MnTeWO6,1.9269619954220267,,3.7472119331359854,Novel,0.07187298314096917,-1.6610232390200261,7.775979940641232,1,No,18,4,0,0,0,0,1,0,0,0,0,0,1,2.3625,3.44,1.55,1.89,4.25,6.0,11.25,1.3125,95.59436125,0,0.565,0.03306746533785807
2KSHg2Cl3O3-1,KHg2S(ClO)3,3.268259056322117,,4.890120029449463,Novel,0.04326895322646891,-1.121631728495111,10.886262879242,0,No,20,5,0,1,0,0,1,0,1,1,1,0,1,2.4,3.44,0.82,2.62,3.6,6.0,12.4,1.2580000000000002,64.64113999999998,0,0.565,0.13327347171516066
4InF2-1,InF2,2.043234802617534,,4.036580562591553,Novel,0.04637396779198107,-2.2926796677009897,2.3229761517666123,0,No,12,2,1,0,0,0,0,0,0,1,0,0,0,2.88,3.98,1.78,2.2,3.5,5.0,15.0,0.99,66.9082016,0,0.56,0.6039248344611032
4SnF2-2,SnF2,2.755122330164088,,3.864253282546997,Novel,0.011095748183289325,-2.3402960085955944,4.621833415004293,0,No,12,2,1,0,0,0,0,0,0,1,0,0,0,2.9699999999999998,3.98,1.96,2.02,3.5,5.0,15.5,0.9349999999999999,68.8542016,0,0.555,0.3215927584387392
2CdK2Br4-1,K2CdBr4,3.682861999202464,,4.755804061889648,Novel,0.07540461382901396,-1.3352418970316993,5.163548549602572,0,No,14,3,0,0,1,0,0,0,0,1,1,0,1,1.8233333333333333,2.96,0.82,2.14,4.333333333333333,5.0,10.0,1.6600000000000001,77.13776666666666,0,0.555,0.33454849626286903
2ZnF2Sb2O3-1,ZnSb2O3F2,3.2108917431566524,,4.151636600494385,Novel,0.10039799087189438,-1.6553818190069527,9.366266146274453,0,Unknown,16,4,1,0,0,0,1,0,0,1,0,0,1,2.78,3.98,1.65,2.33,3.25,5.0,15.0,0.9125,55.5417008,0,0.555,0.1320884804917018
2BrCdF-1,CdBrF,2.103379301128411,,4.2608962059021,Novel,0.07173545373801875,-1.5278356314134,6.3251581560744246,0,No,6,3,1,0,1,0,0,0,0,1,0,0,1,2.876666666666667,3.98,1.69,2.29,3.6666666666666665,5.0,15.333333333333334,0.9899999999999999,70.43780106666667,0,0.555,0.14388832938368268
2RbTeCd2Br3O3-1,RbCd2Te(BrO)3,1.961439876853579,,3.768476724624634,Novel,0.17888556987216192,-1.0390379944584152,13.820645165096069,0,Unknown,20,5,0,0,1,0,1,0,0,1,1,0,1,2.202,3.44,0.82,2.62,4.2,5.0,12.4,1.3820000000000001,84.27644,0,0.55,0.06090243978015433
2KTeHg2Br3O3-1,KHg2Te(BrO)3,2.079501943195614,,3.5259809494018555,Novel,0.08997450490654853,-0.8442602422930754,13.25765993160129,0,No,20,5,0,0,1,0,1,0,0,1,1,0,1,2.2640000000000002,3.44,0.82,2.62,4.2,6.0,12.4,1.358,92.63834,0,0.55,0.0637148151395742
1MnBr2-3,MnBr2,1.5880317841551634,,4.1940202713012695,Novel,0.12886181311469555,-0.6536596111465478,3.3483690669040067,1,No,3,2,0,0,1,0,0,0,0,1,0,0,1,2.255,2.96,1.55,1.41,4.0,4.0,12.0,1.275,67.42102249999999,0,0.55,0.1039357762247861
4SnF2-1,SnF2,2.504374709725135,,4.741847038269043,Novel,0.010904758677015755,-2.3404869981018677,4.754715997379697,0,No,12,2,1,0,0,0,0,0,0,1,0,0,0,2.9699999999999998,3.98,1.96,2.02,3.5,5.0,15.5,0.9349999999999999,68.8542016,0,0.55,0.31283776772935973
2GaCl2N2H5-1,GaH5(NCl)2,2.795205539008628,,4.787055492401123,Novel,0.0,-0.5769870476375069,4.9373943543286245,0,No,20,4,0,1,0,0,0,1,0,1,0,0,0,2.5525,3.16,1.81,1.35,2.5,4.0,11.5,0.81,30.04766,0,0.545,0.5861045149874755
2SnF2-2,SnF2,3.455801053890127,,4.619137763977051,Novel,0.04020125972367813,-2.3111904970552053,4.528232120498063,0,No,6,2,1,0,0,0,0,0,0,1,0,0,0,2.9699999999999998,3.98,1.96,2.02,3.5,5.0,15.5,0.9349999999999999,68.8542016,0,0.545,0.2421196104495868
2GaInCl4-1,InGaCl4,2.359406853516671,,3.590444564819336,Novel,0.09371032765524075,-0.960323597713146,2.871005309756521,0,No,12,3,0,1,0,0,0,0,0,1,0,0,0,2.25,3.16,1.78,1.3800000000000001,4.0,5.0,14.333333333333334,1.2366666666666666,73.33133333333333,0,0.545,0.5101512415875755
2GaTlF4-1,TlGaF4,2.6259196561695606,,4.389697074890137,Novel,0.025383903027246173,-2.3877467901811786,2.2061793845354867,0,No,12,3,1,0,0,0,0,0,0,1,0,0,0,2.47,3.98,1.62,2.36,4.0,6.0,14.333333333333334,1.1133333333333333,97.70156773333332,0,0.54,0.7453403610019029
2ZnBr2Sb2O3-1,ZnSb2Br2O3,2.862240569693722,,4.155437469482422,Novel,0.007626800638535602,-1.1912429908743078,9.8742958275682,0,No,16,4,0,0,1,0,1,0,0,1,0,0,1,2.525,3.44,1.65,1.79,3.75,5.0,15.0,1.0425,70.76809999999999,0,0.54,0.12233906615966043
4NaPS2-1,NaPS2,2.590102560780635,,3.742631673812866,Novel,0.08711262194184866,-0.5629257003763839,5.720816305340694,0,No,16,3,0,0,0,0,0,0,1,0,1,0,0,1.9000000000000001,2.58,0.93,1.65,3.0,3.0,10.666666666666666,1.2533333333333332,28.676177093333333,0,0.535,0.15736470618981802
2ZnBi2Br2O3-1,ZnBi2Br2O3,2.012407171092484,,3.952825546264648,Novel,0.09369536033866455,-1.137728925523834,10.139791600454934,0,Unknown,16,4,0,0,1,0,1,0,0,1,0,0,1,2.5175,3.44,1.65,1.79,4.0,6.0,15.0,1.0675,92.5732,0,0.535,0.10841113835328332
2InF2N2H5-1,InH5(NF)2,2.3770865797908605,,4.136463642120361,Novel,0.03763689277888016,-0.9747548696807293,5.348061616841397,0,No,20,4,1,0,0,0,0,1,0,1,0,0,0,2.75,3.98,1.78,2.2,2.5,5.0,11.5,0.7675,37.2077608,0,0.535,0.6535961833745826
4NaPS2-2,NaPS2,2.577195573603742,,3.7514798641204834,Novel,0.08854120059539483,-0.5614971217228377,5.737712944518728,0,No,16,3,0,0,0,0,0,0,1,0,1,0,0,1.9000000000000001,2.58,0.93,1.65,3.0,3.0,10.666666666666666,1.2533333333333332,28.676177093333333,0,0.535,0.156684324492337
2NaSHg2I3O3-1,NaHg2S(IO)3,2.264451306687747,,3.775836706161499,Novel,0.0726372035002388,-0.9132472311767839,12.069429489046753,0,No,20,5,0,0,0,1,1,0,1,1,1,0,1,2.322,3.44,0.93,2.51,3.8,6.0,12.4,1.2240000000000002,79.709727856,0,0.535,0.0636416759882775
4SnF2-3,SnF2,2.7601828775986856,,4.454890727996826,Novel,0.03766223652373668,-2.313729520255147,5.364115411217663,0,No,12,2,1,0,0,0,0,0,0,1,0,0,0,2.9699999999999998,3.98,1.96,2.02,3.5,5.0,15.5,0.9349999999999999,68.8542016,0,0.535,0.27442831951848196
2NiCl3-1,NiCl3,0.0070340189398661,,3.626443386077881,Novel,0.0,-0.4931891714212746,2.6079517161694152,1,No,8,2,0,1,0,0,0,0,0,1,0,0,1,2.535,3.16,1.91,1.2500000000000002,3.5,4.0,13.5,1.1400000000000001,47.0732,0,0.535,0.14892507777928543
2GeSO4-1,GeSO4,4.795330409419562,,6.713302135467529,Novel,0.016855238555357015,-1.2722569686569074,5.046652630502754,0,No,12,3,0,0,0,0,1,0,1,0,0,0,0,2.6766666666666663,3.44,2.01,1.4300000000000002,3.0,4.0,15.333333333333334,0.87,40.2348,0,0.53,0.262946222002795
2CsSCd2I3O3-1,CsCd2S(IO)3,2.2301863616093325,,3.4179844856262207,Novel,0.08936180299794802,-1.09589161094063,11.88851137515301,0,No,20,5,0,0,0,1,1,0,1,1,1,0,1,2.232,3.44,0.79,2.65,4.2,6.0,12.4,1.42,84.05706438,0,0.53,0.04884444882998665
2CsSeHg2Cl3O3-1,CsHg2Se(ClO)3,2.780687116665936,,4.076867580413818,Novel,0.06351189968646995,-0.8887809803309835,12.128966914578408,0,No,20,5,0,1,0,0,1,0,0,1,1,0,1,2.388,3.44,0.79,2.65,4.2,6.0,12.4,1.3980000000000001,92.78157038,0,0.53,0.06331073730647926
2InF3-3,InF3,4.548954717530801,,6.61713457107544,Novel,0.09208436640722795,-2.535049504969245,2.5299671562637984,0,No,8,2,1,0,0,0,0,0,0,1,0,0,0,2.88,3.98,1.78,2.2,3.5,5.0,15.0,0.99,66.9082016,0,0.53,0.5191922224949251
2ZnCl2Sb2O3-1,ZnSb2Cl2O3,3.264319775391161,,4.719024181365967,Novel,0.016381979350748255,-1.2731115651863476,9.684986473596704,0,No,16,4,0,1,0,0,1,0,0,1,0,0,1,2.5749999999999997,3.44,1.65,1.79,3.5,5.0,15.0,1.005,59.655350000000006,0,0.53,0.15824852188589697
1As2Ge3O9-1,Ge3As2O9,3.7250047277309424,,5.646394729614258,Novel,0.03666491067181938,-1.4586041978887039,4.5749471738484235,0,No,14,3,0,0,0,0,1,0,0,0,0,0,0,2.543333333333333,3.44,2.01,1.4300000000000002,3.3333333333333335,4.0,15.0,0.9566666666666666,54.52033333333333,0,0.525,0.398262760834895
2InCl2N2H5-1,InH5(NCl)2,2.422842313419042,,4.6724042892456055,Novel,0.0,-0.5684399207031134,5.181331541792758,0,No,20,4,0,1,0,0,0,1,0,1,0,0,0,2.545,3.16,1.78,1.3800000000000001,2.75,5.0,11.5,0.86,41.32141,0,0.525,0.5088125539703433
2InTlF4-1,TlInF4,3.357614012210028,,5.144650936126709,Novel,0.016184221135546295,-2.343198450978877,2.2894587641199333,0,No,12,3,1,0,0,0,0,0,0,1,0,0,0,2.4600000000000004,3.98,1.62,2.36,4.333333333333333,6.0,14.333333333333334,1.18,112.7332344,0,0.525,0.6780421766733141
1KTlI4O12-1,KTl(IO3)4,2.135267492176252,,3.5813217163085938,Novel,0.007334191662171345,-0.3864273393287942,7.014081527937169,0,No,18,4,0,0,0,1,1,0,0,1,1,0,0,2.135,3.44,0.82,2.62,4.25,6.0,11.75,1.4050000000000002,96.5963675,0,0.525,0.7133215821618747
12FTl-1,TlF,2.6656598229225037,,3.707634449005127,Novel,0.09015318203465277,-1.7337270915556708,5.10245051635107,0,Unknown,24,2,1,0,0,0,0,0,0,1,0,0,0,2.8,3.98,1.62,2.36,4.0,6.0,15.0,0.99,111.6908516,0,0.52,0.7011703612077543
2CsSeHg2Br3O3-1,CsHg2Se(BrO)3,2.4841713632543296,,3.7271246910095215,Novel,0.04747325421784403,-0.8279946412942912,12.514650674370769,0,No,20,5,0,0,1,0,1,0,0,1,1,0,1,2.348,3.44,0.79,2.65,4.4,6.0,12.4,1.4280000000000002,101.67177038,0,0.52,0.04534873762807118
2MnMoTeO6-1,MnTeMoO6,1.545749992641518,,3.470324754714966,Novel,0.021932525898623427,-1.6094220250762623,7.768599277538334,1,No,18,4,0,0,0,0,1,0,0,0,0,0,1,2.3125,3.44,1.55,1.89,4.0,5.0,11.25,1.3050000000000002,73.61936125,0,0.52,0.04272340293760895
8AgCl-1,AgCl,2.83891083243128,,4.047808170318604,Novel,0.029596886115704546,-0.40901986580313787,5.53045617974214,0,No,16,2,0,1,0,0,0,0,0,1,0,0,1,2.545,3.16,1.93,1.2300000000000002,4.0,5.0,14.0,1.22,71.6606,0,0.515,0.133043840520717
2SeAs2O6-1,As2SeO6,3.192233157607052,,5.297206878662109,Novel,0.07501324385412388,-0.9156029741031778,2.115090261592689,0,Yes,18,3,0,0,0,0,1,0,0,0,0,0,0,2.723333333333333,3.44,2.18,1.2599999999999998,3.3333333333333335,4.0,15.666666666666666,0.8833333333333333,56.627,1,0.515,0.6282629993823233
6SnF2-1,SnF2,3.81896789770808,,4.640818595886231,Novel,0.0,-2.3513917567788836,4.22521899516658,0,No,18,2,1,0,0,0,0,0,0,1,0,0,0,2.9699999999999998,3.98,1.96,2.02,3.5,5.0,15.5,0.9349999999999999,68.8542016,0,0.515,0.4494972339842373
2H2Si2O5-1,Si2H2O5,5.470511196159908,,5.659997463226318,Novel,0.06849693060291331,-2.132206780934579,4.909663944335385,0,No,18,3,0,0,0,0,1,0,0,0,0,0,0,2.513333333333333,3.44,1.9,1.54,2.0,3.0,10.333333333333334,0.7066666666666667,15.030946666666667,0,0.51,0.9121565558386459
2ZnAs2Br2O3-1,ZnAs2Br2O3,2.623979389861182,,4.337501049041748,Novel,0.05687731555756392,-1.052052813848737,9.919590269218011,0,No,16,4,0,0,1,0,1,0,0,1,0,0,1,2.5575,3.44,1.65,1.79,3.5,4.0,15.0,0.9949999999999999,59.0585,0,0.51,0.13740916568273048
2NaSCd2Br3O3-1,NaCd2S(BrO)3,2.5270723342587718,,4.161819934844971,Novel,0.11562806025037312,-1.1761325914676004,10.664092068313135,0,Unknown,20,5,0,0,1,0,1,0,1,1,1,0,1,2.32,3.44,0.93,2.51,3.4,5.0,12.4,1.1620000000000001,52.673833856,0,0.505,0.18569806755284382
1ZrAs2F2O6-1,ZrAs2(O3F)2,3.742013173067616,,5.542659759521484,Novel,-3.2297397080004555e-16,-2.0720189924906482,6.773176894495904,0,No,11,4,1,0,0,0,1,0,0,1,0,0,1,2.7325,3.98,1.33,2.65,3.25,5.0,13.0,1.0250000000000001,50.285850800000006,0,0.505,0.2722829799877906
1GeLi2H6S6-1,Li2Ge(HS)6,2.2740868626894213,,3.572036027908325,Novel,0.07125979206242648,-0.39722789806383313,4.6834531126343055,0,No,15,4,0,0,0,0,0,0,1,0,1,0,0,1.9425,2.58,0.98,1.6,2.5,4.0,8.0,1.0825,28.163485,0,0.505,0.23276427988986143
2RbTeHg2Br3O3-1,RbHg2Te(BrO)3,2.1671559112226326,,3.535284280776977,Novel,0.08519762862147004,-0.8474643868825626,13.329028680803564,0,No,20,5,0,0,1,0,1,0,0,1,1,0,1,2.2640000000000002,3.44,0.82,2.62,4.4,6.0,12.4,1.402,101.91223999999998,0,0.5,0.051199933305411165
2NaSeHg2Cl3O3-1,NaHg2Se(ClO)3,2.7612760635689493,,3.963850498199463,Novel,0.07806844860978543,-0.8332295697152645,11.525042073223512,0,No,20,5,0,1,0,0,1,0,0,1,1,0,1,2.416,3.44,0.93,2.51,3.6,6.0,12.4,1.182,70.79843385599999,0,0.495,0.13273161159932625
4ClCu-2,CuCl,1.9133047659243152,,3.962511539459229,Novel,0.06323208485782006,-0.3881561522603829,3.0557548571151,0,No,8,2,0,1,0,0,0,0,0,1,0,0,1,2.5300000000000002,3.16,1.9,1.2600000000000002,3.5,4.0,14.0,1.12,49.4995,0,0.49,0.2614197603057854
1SnZnF6-1,ZnSnF6,4.390256555182875,,7.515085697174072,Novel,0.0,-2.5341964361891884,2.6193234596579664,0,No,8,3,1,0,0,0,0,0,0,1,0,0,1,2.53,3.98,1.65,2.33,3.6666666666666665,5.0,14.333333333333334,1.0966666666666667,67.70580106666667,0,0.485,0.38110869224927024
8GeO2-1,GeO2,3.351716372390104,,5.496262073516846,Novel,0.058384181414597926,-1.5897848266759216,4.887586191547785,0,No,24,2,0,0,0,0,1,0,0,0,0,0,0,2.7249999999999996,3.44,2.01,1.4300000000000002,3.0,4.0,15.0,0.865,44.3197,0,0.485,0.6811290256585443
1BrCu-1,CuBr,1.0237021928664132,,3.4541432857513428,Novel,0.08855246477102652,-0.2157033834667157,0.0,0,No,2,2,0,0,1,0,0,0,0,1,0,0,1,2.4299999999999997,2.96,1.9,1.06,4.0,4.0,14.0,1.1949999999999998,71.725,0,0.485,0.18399870705287558
4As2O3-1,As2O3,3.1361607064456227,,4.881305694580078,Novel,0.07723378418749434,-1.1428155052190347,3.343262592907367,0,Unknown,20,2,0,0,0,0,1,0,0,0,0,0,0,2.81,3.44,2.18,1.2599999999999998,3.0,4.0,15.5,0.8099999999999999,45.460499999999996,0,0.485,0.6211099428106168
2RbSHg2I3O3-1,RbHg2S(IO)3,2.2196135668536425,,3.4430503845214844,Novel,0.04791757944827779,-0.953221528605954,11.976313636459059,0,No,20,5,0,0,0,1,1,0,1,1,1,0,1,2.3,3.44,0.82,2.62,4.2,6.0,12.4,1.3739999999999999,92.205334,0,0.48,0.043142503400302144
1SnLi2H6S6-1,Li2Sn(HS)6,2.542115220795781,,3.863291740417481,Novel,0.031722980905309166,-0.44097101684762097,4.771272958191773,0,No,15,4,0,0,0,0,0,0,1,0,1,0,0,1.9300000000000002,2.58,0.98,1.6,2.75,5.0,8.0,1.1325,39.680985,0,0.48,0.18881290662392386
4ClCu-1,CuCl,2.1393509470341368,,4.29604959487915,Novel,0.019251895518523465,-0.4321363415996795,3.3175617382978153,0,No,8,2,0,1,0,0,0,0,0,1,0,0,1,2.5300000000000002,3.16,1.9,1.2600000000000002,3.5,4.0,14.0,1.12,49.4995,0,0.475,0.2463367639619609
1MnNiF6-1,MnNiF6,0.9687583048262454,,3.6109440326690674,Novel,0.0,-2.1916289088794754,2.5073041341305933,1,No,8,3,1,0,0,0,0,0,0,1,0,0,1,2.48,3.98,1.55,2.4299999999999997,3.3333333333333335,4.0,11.333333333333334,1.1733333333333333,44.2099494,0,0.475,0.3659778580091265
1ZrF2P2O6-1,ZrP2(O3F)2,4.231905233851844,,6.566556930541992,Novel,3.2297397080004555e-16,-2.7844765811032697,6.378610536775071,0,No,11,4,1,0,0,0,1,0,0,1,0,0,1,2.735,3.98,1.33,2.65,3.0,5.0,13.0,0.985,39.29889130000001,0,0.475,0.3482188546330609
6AgCl-1,AgCl,1.938944880057074,,3.5254783630371094,Novel,0.006060724875801189,-0.43255602704304125,5.319976355664123,0,No,12,2,0,1,0,0,0,0,0,1,0,0,1,2.545,3.16,1.93,1.2300000000000002,4.0,5.0,14.0,1.22,71.6606,0,0.47,0.10984249883200985
2CORbF3S3-1,RbCS3OF3,2.4550212219480185,,3.840982437133789,Novel,0.0,-1.371998844619361,13.248732917050164,0,Unknown,18,5,1,0,0,0,1,0,1,1,1,0,0,2.674,3.98,0.82,3.16,2.8,5.0,12.8,1.02,32.90826064,0,0.465,0.1387966533682239
2CdRb2Br4-1,Rb2CdBr4,3.671898216378816,,4.593725681304932,Novel,0.08205082748409177,-1.3413428353958288,5.300695231312835,0,No,14,3,0,0,1,0,0,0,0,1,1,0,1,1.8233333333333333,2.96,0.82,2.14,4.666666666666667,5.0,10.0,1.7333333333333332,92.59426666666667,0,0.465,0.2535410469442307
2InBr2-1,InBr2,1.660995127769855,,3.52017879486084,Novel,0.03925701817435975,-0.7850133475318865,3.1408393209033427,0,No,6,2,0,0,1,0,0,0,0,1,0,0,0,2.37,2.96,1.78,1.18,4.5,5.0,15.0,1.25,97.36099999999999,0,0.465,0.19103765417232763
4ZnCl2-2,ZnCl2,3.414336637412553,,5.144507884979248,Novel,0.07086618672210439,-1.0981311572458479,5.402743831551245,0,No,12,2,0,1,0,0,0,0,0,1,0,0,1,2.4050000000000002,3.16,1.65,1.5100000000000002,3.5,4.0,14.5,1.105,50.431000000000004,0,0.46,0.3161622497230975
2ClIn-1,InCl,2.7612520457191265,,3.725583791732788,Novel,0.014852500201758545,-0.8271610134229466,3.3757298176011297,0,No,4,2,0,1,0,0,0,0,0,1,0,0,0,2.47,3.16,1.78,1.3800000000000001,4.0,5.0,15.0,1.175,75.13550000000001,0,0.455,0.3321649719758196
2SSnO4-1,SnSO4,4.381891752511394,,5.866785526275635,Novel,0.027140359120886377,-1.3525137016624396,4.914283598610442,0,No,12,3,0,0,0,0,1,0,1,0,0,0,0,2.66,3.44,1.96,1.48,3.3333333333333335,5.0,15.333333333333334,0.9366666666666666,55.59146666666666,0,0.455,0.22175791871671166
2CoF3-3,CoF3,0.306072674036808,,4.296130180358887,Novel,0.08009561972977775,-1.81034531544464,4.769353282692759,1,Unknown,8,2,1,0,0,0,0,0,0,1,0,0,1,2.9299999999999997,3.98,1.88,2.1,3.0,4.0,13.0,0.97,38.9657991,0,0.455,0.11588936940267544
1FVO2-1,VO2F,2.694124821457497,,4.591020584106445,Novel,0.03470005182227087,-2.442240484003758,2.4224588092684627,0,No,4,3,1,0,0,0,1,0,0,1,0,0,1,3.016666666666667,3.98,1.63,2.35,2.6666666666666665,4.0,12.666666666666666,0.87,28.6464344,0,0.45,0.5235693031901523
2CsSHg2F3O3-1,CsHg2S(OF)3,3.2679461770106117,,4.6972432136535645,Novel,0.09206499140128788,-1.4851959185506143,10.691067625673849,0,Unknown,20,5,1,0,0,0,1,0,1,1,1,0,1,2.5580000000000003,3.98,0.79,3.19,3.8,6.0,12.4,1.2939999999999998,80.11165102,0,0.45,0.07992544875451274
8BeI2-1,BeI2,4.348070819743814,,4.899265766143799,Novel,0.032393595423025445,-0.5630326846901875,3.3042100315230396,0,Yes,24,2,0,0,0,1,0,0,0,1,0,1,0,2.115,2.66,1.57,1.09,3.5,5.0,9.5,1.135,67.958326,1,0.45,0.9474575063564373
