uid,formula,gap_pbe,gap_hse_true,gap_hse_pred,class,ehull,hform,thickness,is_magnetic,dyn_stab,natoms,n_species,has_F,has_Cl,has_Br,has_I,has_O,has_N,has_S,has_halide,has_alkali,has_alkaline_earth,has_transition_metal,mean_en,max_en,min_en,range_en,mean_period,max_period,mean_group,mean_cov_radius,mean_atomic_mass,dyn_stab_yes,s_chem_rf,s_chem_lr
6ClTl-2,TlCl,2.6290247578802486,,3.636253595352173,Novel,0.08564068381095913,-0.9385621865551101,5.748116058468748,0,No,12,2,0,1,0,0,0,0,0,1,0,0,0,2.39,3.16,1.62,1.54,4.5,6.0,15.0,1.175,119.91815,0,0.12,0.3951752694891883
5ClTl-1,TlCl,3.049682882434345,,4.384632587432861,Novel,0.08507565503963228,-0.9391272153264371,4.974403835897188,0,No,10,2,0,1,0,0,0,0,0,1,0,0,0,2.39,3.16,1.62,1.54,4.5,6.0,15.0,1.175,119.91815,0,0.12,0.41793033600820617
1HgCl2N2C4H4-1,HgH4C4(NCl)2,2.523353404765554,,3.7043824195861816,Novel,0.1462067486267536,-0.15926380281339575,3.998794016992301,0,Unknown,13,5,0,1,0,0,0,1,0,1,0,0,1,2.59,3.16,2.0,1.1600000000000001,2.8,6.0,11.8,0.852,52.613668,0,0.11,0.09804798187432165
2SbCl3-1,SbCl3,2.6467294446383947,,4.0369954109191895,Novel,0.022984838211477232,-0.8655000001711839,3.0745097406915862,0,No,8,2,0,1,0,0,0,0,0,1,0,0,0,2.605,3.16,2.05,1.1100000000000003,4.0,5.0,16.0,1.06,78.60650000000001,0,0.09,0.26921714502827215
4FHgI-1,HgIF,1.6764167143103292,,3.5441019535064697,Novel,0.0,-0.996195093398735,6.297517233589713,0,No,12,3,1,0,0,1,0,0,0,1,0,0,1,2.8800000000000003,3.98,2.0,1.98,4.333333333333333,6.0,15.333333333333334,1.0933333333333333,115.49762439999999,0,0.09,0.07197753483229964
2CKO3-2,KCO3,1.0502219771487835,,3.79727554321289,Novel,0.03807641562648456,-1.4664940610398092,4.5219816246062,1,No,10,3,0,0,0,0,1,0,0,0,1,0,0,2.27,3.44,0.82,2.62,2.6666666666666665,4.0,10.333333333333334,1.1933333333333334,22.369466666666668,0,0.07,0.7155294662979996
2OSn-1,SnO,3.020261517193606,,3.460690975189209,Novel,0.021404246706370422,-1.2819977666915463,2.3548787244765563,0,No,4,2,0,0,0,0,1,0,0,0,0,0,0,2.7,3.44,1.96,1.48,3.5,5.0,15.0,0.965,67.3547,0,0.06,0.4301274701480756
1Al2S3-1,Al2S3,2.4296388356643384,,3.607585430145264,Novel,0.044064128731407234,-1.0265636062669672,5.583053029378511,0,No,5,2,0,0,0,0,0,0,1,0,0,0,0,2.095,2.58,1.61,0.97,3.0,3.0,14.5,1.03,29.5232693,0,0.06,0.06410481818757321
1Zn9Cl16-1,Zn9Cl16,2.364951882634644,,3.62956428527832,Novel,0.041015018243428326,-1.081222431965806,12.805376534744319,0,Unknown,25,2,0,1,0,0,0,0,0,1,0,0,1,2.4050000000000002,3.16,1.65,1.5100000000000002,3.5,4.0,14.5,1.105,50.431000000000004,0,0.055,0.10844981350960813
12ClTl-1,TlCl,2.9939228401369364,,3.8477046489715576,Novel,0.069374362678481,-0.9548285076875883,6.615903233916894,0,Unknown,24,2,0,1,0,0,0,0,0,1,0,0,0,2.39,3.16,1.62,1.54,4.5,6.0,15.0,1.175,119.91815,0,0.05,0.5390740204753017
3Mg3I4-1,Mg3I4,1.4883322599758992,,4.046304225921631,Novel,0.09994590679455229,-0.8271735129570053,13.940271351528011,0,Unknown,21,2,0,0,0,1,0,0,0,1,0,1,0,1.985,2.66,1.31,1.35,4.0,5.0,9.5,1.2999999999999998,75.604735,0,0.05,0.1987891128177819
8CdBr2-1,CdBr2,2.7534435119278364,,3.752681016921997,Novel,0.034258070067192094,-0.8686229009024103,7.141324174516859,0,Unknown,24,2,0,0,1,0,0,0,0,1,0,0,1,2.325,2.96,1.69,1.27,4.5,5.0,14.5,1.275,96.1575,0,0.04,0.11322765368189638
12AgBr-1,AgBr,2.51092417048818,,3.610288619995117,Novel,0.0246664513448287,-0.32278023281162965,4.623148901359622,0,Unknown,24,2,0,0,1,0,0,0,0,1,0,0,1,2.445,2.96,1.93,1.03,4.5,5.0,14.0,1.295,93.8861,0,0.03,0.12009599999378132
8AgBr-3,AgBr,2.5511454921165475,,3.5062851905822754,Novel,0.046765298762639296,-0.30068138539381906,6.282309922759182,0,No,16,2,0,0,1,0,0,0,0,1,0,0,1,2.445,2.96,1.93,1.03,4.5,5.0,14.0,1.295,93.8861,0,0.03,0.04477089782795058
